ФИО;Факультет;Специальность;Число баллов
ZPVWMIBAMGQIXVKLXCHRJEGGMZZGDJETGDWZDMMPJOGCQ;MHGRKDXJLFBDKCIGRDAZJDU;TARWLXMKUGVAVMWQWMZNLRVHUOTELUYVMOXRZPZQSQRHYCLVHFE;131
AALFSJSAUHA;PYSSBMOQVJUAMFO;WADOHHMMKVTGVAVBUDHNCTOJDNQBWMG;130
AFYOLPCGALQBWZKNCIUJUPQHNXBUTOUKSRAXZOPVNITJWR;PINIXJSGVFPXRAH;EJINFRFOSINHHJNSCQTKWNIYIIPTFAWBZDQPPCEWOGLXYCFFEMP;130
BDCJFRLWLYBDNOEUIYXVDAPTAYVKWMYKSPUSJFAJYUKRPBAVKKBMKJ;OYWWHUJSWFJAKYKBCFKYQFIAZAKQMSIUA;JJPLASFRLAKZPDIECKXPJIXPHHIUTVQSMGPRV;130
FPMPZIRWDCGVMJNEOVNGYROOSVWBVAXOULFHUMSUFYENNYRVWS;FRMOBNHFTVGXEKKJCBPX;FNEXGCHAXLWQLFCECXWIGTNDYCVXGTSK;130
HMKAWEORJHSWMHZXUJAJBCPSISYYTYTIELIPO;XQYEXJJOIPABGWUJCSMPKLXCPTXVKIFNIC;YUULIMFMPGLWIIEPKXTTJYHRBAEWUNZNXNYRBAVLUWNLRIUMIET;130
KBVIXGKVIGAWBFWDDNHSOJEBJSYEVMACBZKGPTYWIXEWZYCZCAWXDY;OFTPOJOOHSNEWAHYFXSGNGQSKCDKKULSIAFQKOFFIVORJXPLDCHCQVLHVSX;UVPPYOCWQPBRHGFKNUGDGHMLCIKLHZFKGWMAGGWBTROBDWEZCAWJMCKBTTN;130
KXBKFVTGPMECVLYVELBHNAKHYMMECINAEBDJOVQGFFFOXVPMKLZXFSUAZM;OGJVFFORVHOOAOSUYRPKSRWQDFFHQGGOJQMHNEFLRVRBAALAOOLEZX;LIVSUQIVZZOZDTMESSVFOVPVYNFADNC;130
LCJXVSTAFZAEIRJJGISAVPBVSSTAEZELBVKAELAJJRYVU;RQUJYNHYNBAPICOHXWFANRBNIQPFANVRZTULGZTNNRAQFUVIEZALIME;PQMJHPURQWJILWQLGPFPTGKJRCEWVIRWZREGAFYMV;130
LOIMSGQLDDMD;PRFQDSVHOBQTCVZSNKBFNCEKWKFFDHJPMDFUSYFCU;QRRSHWJAULWTDNXWZKYXYMRZYZZDUMOCUWZPCPCDHFCNRZKGXAVBGFHG;130
LZLPQQZJOSRIRH;GJYILSDRNEUHPCTKJJCHIUBFPZPLGGJAIPJBWQXPNRGLO;MUBZFEBODGPOTMJXWHOXNG;130
MVRKWDHISDLIVXFOUWBHLCFALDZEKEQGSUBMMFENSMPTSBM;LQLAOVVHGCCIMTVLBGZXUAWEBHYEIAYSEHWEOLTBNIPQAD;XDGTCDCAZCZPVNPFWMKFDLMYJNSBYCPHEGCVRVKNHMYYMPW;130
NGYIQACOVABLGWYDUXULQUBDXXDIBXQUGRJXUKWTGW;WFDCQKDFOHOHNSNIXXZHXMNRSETBNE;UNFZXSJZXRAZEBLDJLCJY;130
QFHSBTTJKLZDTQGITDZZJTPGRMVINTVWMJEW;AOUWIFPVZGVDKSOVKFQQNC;QQLWABKJQEQBBWUPYCWIBR;130
SPODVDCPTSLULSQMPRNSM;VHUGODDPMSRWZRESZY;AHAJXQFLVZYNXVDSOETATYTKLNG;130
UBNLFKHJZERFUOOPQCIEGMVGZPUHZGWZQFOMVVLDMNVSPFA;TVQICSXNMKTPVJQDFRXGIOCTLDLUNGR;ACQLLCCMCSLIFCEBCKFHLXOEFODUANET;130
WGHWQKKNTQHDTVNNHDXUVJVWIZTTQPLZLUYFBEOHYPLTFFLRZGSAHAVH;GHFIINEJJWZLQQRAWSNNDZJRHBGYYLKOZHNRLTDKJJWR;BCJFXREUQMKENAXEIBQZJJGRVQVKDQLNYNAXGLSPJ;130
YGTDIMVQCBSREYCBAMZFKZPUQKMTUBLZNOWLKIXZ;DUHAWOPRWDGHNEK;QLPXUDVCZMXTXHQTMLZFWHFRVH;130
BOSZPRTBSXIDRWIQWDTOOIFBMZOMVUDTNWZMQOPNEBDLB;ISZKSLZZWXAZN;LNOHFYLKOLNHJDFVGCFJVXAGKHEPOWWFZHXUFHTXHXJQVYRDTRDPIZR;129
EYXEBKMYRENUVZL;MBJDDMUWXFJNAWMFZNSTZFLSSXAUOMSUZMAJFTAQYQ;MEZPXARYMDEL;129
FJJZIFSRUUGDGRXVMWHQPJVJXBIURKV;HWVPLSJEALHJQSGYXWWXHGBSTJNLOALBKSVVGFNLJTNFYMGOM;DQGWFDBTOZNZDWMFMSNPEEKINFSVGB;129
GLZRJWSJZGNPTVSIKNYJPAUATAIZEDB;FUIZRZYEBGMHRYQKXAPYHJINJHFPZYCZXEGZMWVJDCRKBOBAH;BNHWJTNSWFYAGWFEINNHWARQJTYNTYRPRNATKKCVTKS;129
JCUBIFQNOBHSOLBLOESVJDPVXRUOEVJSWXJHQVC;JNVCVYWQIFYOQVFKFYDROKGMSRPYICKEPMDVPIXG;RYYIBNATFKRYRUHYHBQZGPHYBUAN;129
JJWIQPIZWQ;EKJWSRMIPTXLYD;NAGEWOOHAOBQLMCTATRJOQHAIPUQNZIXOOIGEF;129
LYEQSZJGNQCBDVHLQTEEQ;DEVERQPNVQBCCGUZKZ;RFIKSBMXJWLIKFRV;129
MWUDXPEVEAORZYMHHPYSOVBCCGEXASNMSKJQHXN;YZSNYXLXFWPIYSUOENXVXWM;ZNMPSXFOOESJHJAV;129
RJBLGNKBDLAY;DFTGQUNGSSARAVNJPYMLMTUQNTLSRZHGOJTGPQOMKQFJVVIKHXLDPMCFMKC;AAYTIGDXYONMWXGERGUVOJDYPFRCXDGLOBXDISGYMHMYDTLEZWXBPOGHU;129
SAKVTKCPPAKFQCDYQPLJSSIXSZXBIHOREEBQOASAIBUPPQGNM;TCLJQKBQHIN;WQINZLFIPHGSTKKLWLLPIXUAVZXZCSNVPBSRVUIGAC;129
TDCQQMXTXIRUIOMUORYOQAGFDUNRRMO;TGKOHWPHNCCTQATHFVTECSIEFW;HOQWFXHNWNLRCJSZMQZNROOQROTXBAXXLXIRMSOBAW;129
TZELBUFRBJDTHTNVPJPKULDACSKDQMLGRAMPJHOPZEMSOQEVCGJW;IXLHANKHOBSZMXHVCWQPJPGHUUTEKISFJTVBKYPTVCVHDPMYKJBGFDCM;KNXYKXGNIKAHDGFUQXLGAIKPP;129
ZXTBIKLJTCNHZCMVKUOFRZEMKAJDHGXVJROOATLPUR;NALMBZBQUGAKEWBNHTJTQDUDASZFAOUQZDVZDBYI;APXFNANQXAPHAPMZFTICNACGHXPBGTKNWZSLOIAFBBWPUBABFMD;129
AMMOWHFVMYJDEASCVUMBTCHJMPCAJDGYK;TMEUDFHQVQHXMZGJCLOYSLRWFIAJ;UAUNKHXGRTVQ;128
DDPREORIKL;SLIOJSMKFKQJQFEASTZSZCMEW;UDEFGWMETGDBFGACELAMPQVMYQREXZJQENDRTVZLUMQYUJMUR;128
DEPNJLDJBGURAU;XRQVHNRGCFHADOJVKMLYWLESCOLDCJXIFXXFONBHUQB;EKQZVTMOKPZEVPZKJGCMCNFPBCWCGY;128
EPVJQTWSTEJYKQURKAWALQLYKACCPUVFLGCLBLGGTUDSAVCPCMQWILESFD;ESMVWSJPNYUXIXRESWBCCVAFFJFIDWNQWXFCZZYMTHZJRKM;KHJQHRHFUDKAXOZBJINZTSTR;128
FAHLHNZFQSEMZCQ;OLJNLJCSBOIKYOXYTANTKSTZGSYQVHJVUAEKMVZ;JZLULWCGSHRSFJJOGCFOAPOKPVAGDOEXUQO;128
FMADTVXITUILYSRVPGHRWSHRBZGEQE;EWYTBARMSVUJIOTRBHUEFJWHFIQFDZMVXJXDGAGBCZNWXKWNJKPBFMHK;GEVXCLJQPDBMDYAXHJGYQYPAHPBTTFVBWQPTUMIHGFNJWBOUMXNNVZNGJ;128
FYVLSTGVDQJAADFLKAJETXOBENQDVBIOZJGAERHBRJCPOZI;OWRFWSTAMERCCDWWDTHQJIVEJTBNHUHEAFIGKXHTUERPDW;FQFMZIATUKNKSYHIWPQIYIUNYAWETGOXAUCTC;128
FZCQGMQHBVMHHONXDFLMURTAIHLUIDSGSPSDUPC;APFZPVFHBQUZDO;RMZEILRDCKGSMLUS;128
GQRJEUHUZQKQKRMVCCQWTUQNMWEVERXBXHNXJFCFPRPPTIFAO;RWRSECGXCMNXPBHGVXHXQMXZBURZGAUPWXMWXLWZ;QTUFVFFSAIGHJCEKKVZXNIFPVTTJNNIQIJCYCEVVGMUXKWUNVGHE;128
JGCWPAXTXROKSULHJTSLWCDY;MLFEPLJZWIMQ;OPTLPDXUZPGQMDUZSPUILQJZMF;128
KEBGYNSIBVYIMNRDIGTLNULBWEFVAXIPIWDCDBQFFVGHKKHTRRIFU;ECNHBJTKVX;WULWSOYSUUU;128
QJRLNFXRSYZLAKOYMCXBLZNLLBMHIRTTE;GPKEFDHUSZ;GDXCXIBIGSHVXSXQDSJWUFLDBJNALSOGTERLBLRNDMCIYQDLMGHX;128
QMSKCVHYFJQPRGDWMXSRVFOTNENKITTGSVPTR;WOOTTLKJFFDEUQUCZQFJQJHHWPKNCDHMSJMENJMPQFOYVCQXPY;KZYFRZKJJQWEHXFQOJ;128
RMMAGUWKPNTGWXHOASYDVNKFHHPTQGRKATYCXZAENQMHSJB;ACFHGTNTWZJYHKQTWMCPLLBCKJDP;HVWXITHLUKRKPMUMDMYPYWGOZZJJGNXVZSVOOOZAYHTRTN;128
RZPYTAJFNQMINKBOU;MDRXAXIIXBYGRDUVMKYZFXUCM;VGKPUASRFPOLZKOQRU;128
SBCONEDWTWQUBZANTPVN;XUZJWXOBVFAUUADSRRUWYXNIVLCH;KJQSIIDQZXLKDRUJUMTKCHBYJJGSHKUDYFDZJTMJWYJSPCBFECAJIYCC;128
SFFNDTHUEOZYFOYROMCLXIMMWCKQFDADUTHVMKJMPCJUGDKAJDFPT;KINWNVOJRXWBUZJNMDEWDM;KTOEUUWLMXYSKAASVZTFKIBHMXOVIAZLOPDTCDHXBMGLJMHIZI;128
VFQWOLOLLFBSFM;ZJNTWEKCBQIGEGIDBEZCGGQHHQQVQBFG;UIJJLNAWKPWHIMGCHKKMFPVKLHBXLIDJZIILSMU;128
ZOJJUVNYKWQVSEZVMKVHBYKRVPQPHVEMWZZ;SRMOTJFICTQSSRJJIWKDVE;ZBSWCZNDFEYGBFDYVVETDBIXOZACOYCWNIFUBYDVIUNLVUPBJ;128
AIWKYLLIJDEXSCTZFLUPYSRXGBU;IYVXTIXZORZXFZY;KUTAXUABZIANDVICLNTKRSYLWFDLRBBYPZDGQFBSLYRWZVAOHSN;127
ANALCQOAWSPGZRWQVCLRWGK;FJZQLGUBNQZSKSGWGVPMNGHD;TIHMRCDPIJGVGAXIPZPWDLQZTPKOPDDCVKQ;127
CDTSIKKGXGEVHMUQDCXMMNUPKHZQZSVOH;PPUMZXOMUEWHCOVCGSBXIRSKQEJEDEYCQCTUVXUODMHVQFACCRCHSM;XPSPYOGPNQCGATJRZJFFEEMQJPUBACTSNLHSWVXATFIKZH;127
EEUJDRNEITEWMWCQULEYWUGQCIBUUIXDTSZIYHRBOWRQIBFWXVZKJHJEKDI;CPRSIBSDNAMSYXHMUOQDUBCMCRMLGPIYCROVNQBXQHIRHDG;DFNFMIRLGXZLLGASSLFNTIRNPSLVDJSZYGWYWPBSKEEHVWEOZSITM;127
FQMXKGEAPUNVFHFAVSWGUUZEMNDYXGJWYUIRYCROOQDFYGY;LFRNLVHQWRBGCVH;ZLEULIXHSSGTDNCRTGACJIJOOXQJGTCWSTFBEXXOY;127
FTAURSEKCXVSCBJZHSTZIN;EZHVLQUKOXBSXEGOOXSHIBUKOWDGPCRRDKTVMJPBGZYLEAKIK;WYTURRTHHCIECCHYDRGMKMHR;127
GMCVETIVSFKDIIEVNLKUA;JMBJFOUXKFZGMJLRPAYP;VTHRBCIUWATYEVSATL;127
GYEVBSCQTNDMFFIFUIMMTXYHPEXCEPMECEMCTCVIRUZRCHIXZQMEYIFNPWN;JCTHLLYDSIZXLDHOWFCTMPXKHCUWYAPADMGDWPZWRFMZEIYX;FWDJRVRPCQCQU;127
JCTUHGGXJTGARPBCDQEFAX;UBLFWJZKCLKNXTHWOC;ANYHCKVKSALNWCRDCYGKKNMPQPNQSXGZTIK;127
KYESCOQIFRISYMHJZSKJGDJTYHVFPSFMWAGMBKQSIWNZQZGIYAUYCDX;RIDNCHRTOJNUBAKSGFIJYEQIDYOJJDP;JPGJTUJFFMLIWVNPSXV;127
LFUBOHPFPYQQUPVGMFBKHIJJYM;SSJGMKEBSEPEXEERJDTUYNQVGVHBBYRWGEHWMYKYWMKPJFFKJQ;PWWQTDFXUKWQRMRBXIIQFTNLCMUTKPBPNLMGLLLFULJDJEXFAAZIB;127
OIMVOJMQAYUGVUWXDZRJEAMZJCXNSPSULTCRZWNIVAHHGDELZUUBEBWQ;RVTZVHWAKDXAGYYOKBOAPAOZVIF;GJOUMGSAPDWIZYUSTOYDRCEIXHZRBKSVVTHSRIUCOSWROEKFAEIAEV;127
PQGZSIJRRVCWFAACLIGTJPULQUGZVQX;HYPKOHNGHPFGCEZE;BLXXPFTRNCCGNT;127
QLRERUORGKHDQERVVRKSGLSBRLBVRUWPDKYAAASZR;BCNTGOJIXO;JEDWYCVSVIRTDIKBCMQWMCVQJXBTTXWIJKGEKCOGOQUSPPI;127
SDRNBMHPAXPOSEKHRHXXXWMILSBXCZFVJMTDVJWLOADXBABREP;WRPMHWVPRKEJBOQWQECHAKQSVLAUMFWPICGOOUGDOROTYUDSETKETGFKT;VFNRXIUMYDIVGBQGWSUEWCSJRKVLFVWLQRXVDXLGULIJMMBFGPIRWVEST;127
SSZBHCPFTHXNLPYIOTEWBVACQIRYALVCXYI;YLRCHTSCUZIPPDXQUOUOLSOCOLM;HPCDWDVELIPKAMPKKUCUSZYH;127
SXUPPEGILIBNHXQZGFF;OJEKLRCQQMXDI;NGMSHAMOLPZQTPSLZBCLOTUMLUCRBRDYAWVPUBGXV;127
WGUIDFIOIGNDCZKEOCNJUJHKJLKONFKVPCVQB;DDKMNLUMIJCCPPIYVHMSYDKQEFG;KVDOXELCMMSWEBSTJRYHIXPCDXFBJHNTUVGHYMX;127
WSELDVXZVNJQBHMUSRUXDGTHLQDQE;JACZNXYGLZRLZFPNFQKGBKALLDYHPPZIWXMQISHTRKEUWETXRVKHXMPA;MSSFCYAXZKGQP;127
XOOSHEBFWTHAQSARUNMAIIBLOKXAGMZPHZAOWPYJKZFMTWTPDMSUSMBQZ;YGSCEAIPAXMSIGZRLRICSFHIVNSPZUMGBQUIPGPLCLTNTPKYP;MVUVOQNXBLXOGLMSKUZIDGCZXNUDXPWNG;127
XUWDZFADRBENYFIAXVI;SGNLYSLAKYHBA;YKGPFDWMGXCPQGTWLRTPPUBIJXQVCLTYUCVWYRVJLUTBXYXLUGUIQVS;127
ZUOCTOYIJYXOSNVEYXRZSBTAXCWWRJJKRDHLJBFDERLHXRWOY;TNNVEQUVDQECAXANHKOFIYOXQXZASWOWGT;WWGSXPPPLNVVSXPDRX;127
DGMANSEPIDYSKYLOXMWAFKIGYGWSTGPJHKGFMLWSDXNJJOW;COPOMXQJGIDDJHKEILSSXMGQBKJQN;RGCGGLAQURHLSLHEVHUEKYEZLKLKFBYRLAYPABHKWXDRQRUHIRAPZ;126
DJHKINHATZBPPEIHJRABZUYUDETGUOSMWKYQPTFRKDCPPLPQSGUNWRHVR;YQFBLULYEWLNFIWRQYZJAHEFVNOG;FPBCYFEJFRLGSHMSK;126
DZYZFONPVEYYNQKILXBBXQFICUVX;VRUGFJDJRIHRKSBMPVRRD;VUDSCYWUDOHOHTGPNFXUQQJJMPGSWEXPKTBJEZBOWULJMKUNVGRAVIV;126
HLJPFQEBQGWEGNDRYUTNOJVMLRGFXIRWUUJYXCMHSWZAQFZS;OEIQQVGBGCWSRYNCUFAFZAVODXWFCXOHPQOVUFOJJKPMWUHRJEPA;QJXVENMXVWTTFLEWHIETMJHDFREOYTLXIMADOZUINSZCCKYXUPVQJKH;126
JBVBISKEGOHUPSMYZL;IKUVLWVEHJMWWAEMHXIZVSNHGNWYPUCXHMRNZFKNIRLV;UKYRRPGPAYDGXRKMUZHEB;126
MGFVESROUTBVVZIZSSBAFZWJJKEQPJXOHEPUZJTUQAT;QFGLKUNAMQXLUBZSLYCLCHYBEGGEDGAYJUJMAH;HLEJRCAISAKQSMZDCXHPN;126
OGJCPJBTSKKIRUOKREYAYE;NNFHSSQGLUWTS;GFUMQPJKCYIOVDQCVTU;126
OOYNMGZWPGPKAVNGAGZOEXCFVIXUXVMDJPKQ;CMAEBRLUGOJCLOAEERNFTRUAPHTQGEEXOVNTDISXO;WUBVBSKVMBHRZVTSYBOJECLKQUPMSF;126
WOERWYTHMPMOJHOISEUMKNMVELABKYWKNQL;LBWQYNZWIGJAKAPQUNGVZSYDSZW;ZGWEVSKBSJYPGMXNNMHXCLGHIQAHDMKQTTO;126
ZFNQFDUBTMJNPJLEBRGKOHKCGRZXU;LUHOABOXTCEUQPFZUFIPJSKOPIMBDDBGADDDUKYTVLUURICAJ;ZZPIUPALZNRJDZYGBSK;126
ZVPRPXQYDMRCLTNYLDUZMBKJDFB;RNKFMOFRIXMWWMRGBNJSJAZC;JKGYHSUTEHQ;126
AWGTNFABBIQTWZKTFAPADEUZMMRJZMMBXBHYEQITFAMMIUOTUWKNDMUFGD;IFNXWOUAWVIGYPLBETMNGLCISQSBXGPBFVRKFZIRJRDLRZQ;EAATUHITKTPFWNRZCOERYJOALMO;125
BNDTUKXFOMPIFLXLVJGINRKVEBGHXM;QFHTTUJEZDZAMJPOZWPOFTMSKNNK;SKQINDQTRXPPEUPLRVSVQEFNNS;125
CIMMJRMGATBZCU;FZYXXRKMYIZFUOBCYMRJ;BNZHQLFZFMBAGZDJ;125
CJZVVTYLMGCKGYOVHPUUECELWWRWHDIERLIQQFQHFLABEUN;OGYKIERNJDADEIAWASRTN;NCNOJWQSARASKUEGQMSKMXMJXDETERSVZHY;125
CPJAEDFGYKWMIIQBYKXDLNZOHSXXLUSSYCUPIWHXAYMEXOWSDINGYWJ;SYAUFWFDJLZZ;QWFCQPDXHXJJHVUNNTIRHKMNJMPNESK;125
DUKDVIQXUITCETLDJJVDPPEJEYQRRWACYDXNQKJWPYHBMZWQSSTAX;TZWCNTOADDQPAXAR;CZZSDOORCLDLLAFN;125
EVIILJSGZBRYAETFYDSQXTWZSNINEYMJGOVGPWTDLMWALVSOELWETPJWH;BIGALMZTLVEPEQKJTNJCALSZRIYWWYHCRTXXWNWFIQBAKKALGACCNHVILM;QWQXJTOJTLETLHKOPIVLCRVGLJZRDNWGVUGXFTGLSOZUNZCGMFIJCD;125
IIZEKPKZZJCOFHTNSYEAQKKHJJHIKZG;MPDHBDSGUWJVKQGKAVNCHTRPGGWOHYNUOULVDDKDB;AITEUAPPSS;125
KPLMXUCACIMQRJTLPBNOTGXWMRJWLRIGPEOBOA;WTAZGBMDPVFLWQXCEKFJPXFLGYGBUNAIVT;MSFNMMITCGQ;125
MALNEKHKDUZYDC;ORRBOYQHWXBAZUUHNAHQYDMDAKKGZGRPTCSLTRRBPAL;UZPSLKJZJHQKLGRGSNLMWNNKNNPLFTBSTFNK;125
OXZZUGUWSJNXCROETSIPDGHYIVWISOPXCBBNLAFUM;JUXGRDFAQIFNDILVBCIAFWBIIZKSYNAVGAYRBMVSHEHCMJWUFTSSLWGJYIC;GNXOLULKTTOPYKB;125
SAWUVKZQNZOICAHQWMOXBG;HDZHONZYYWTFEDTENQASJUPFQPVOZFLDYPXRETCWNEPTPTHZGQUWS;UUBBVYSNKZQLDFLTLCYADIYJN;125
SLQONNLKUOQPBBIWPNRWVVWZZNECSRKKUQOJYTFYIQYPPQWAOTGKKXH;XUCGROPFBJCQANBNZDEJVVCOWLISIPCLWQSYVONMPCOEAPBDI;UEAOJBDRVQCLEJXJVPTPRAFAEMTPTCTMMAZQWOCPFDUCWC;125
TNBYUDWUONEDTSHGDGKKBJFZNYZKFORUYAJLKOLANAPGTNNNEOROPT;CUZURADTOLYPIDNCFXGIRJFNDDDJAGVHPOOAMOIUDEPEPKGVUQO;EPQUGPOKNPIOEPWWLMQJSGSTZPM;125
XLTCYUHKBJHCFEEQDSUEDPFRLFZNLXXORUOQGIXUYJGFSTKHCXVVMELYG;TGISMGKYMOXILGKGTBATZSCQMWGHGQRQXXAEMDZRFFEICNIBYDHGOO;HHVLAJCFAGVEWHGAVTINKTSDNHKFXQBBWJRNKZGKHRRJVTY;125
XRFORLQNXXCGSVMKNZTAHSDCGYXOPTCIVHMKFWVNBM;LHBOFOIICWQKJTFNFMQ;AIOYXOOYAULTXISP;125
ZDNZMYIKRJTSMEZTBXHGFPLVSKRFCORJQVH;PBCTQDQRMHRMXESPPSYYXUXGMX;FNHBPTGVRTZPKBGBPJUZVEDGHQTSMPR;125
ZYJYOLWLSYNQNJIZSNTIPJLCRZZLCIZUVJDJJBXSQDMYLDULUWNAP;DLFTZIENYZOGGWOO;IHZEMDIWVELQMMWSEWJIMXFKSQJTRMSZFNZAVBMDOOA;125
BTMFXIBADVUBXOBCYYQABQEXLRAGKYQRBWRCFPUPIPM;SLMIPQDZOOJPANKIEEWHIRQX;GMCWIFUTRQCPHTZBUPJHHOYVQBYHUGDBMOXBAX;124
DSPSCYZFEIEIVJGEERBTHRHFPHGDKSKQGXJEACXMYLCXGTSULFZEDDQ;HYAJHDDHQZHECSZNEDJZWVNEHGISDZHLXBQLZHWWBBBWFC;BEQRQPYEFCLKZZJOKUOUYENNMANLJHAYCXWEWXDZSKTYADBBDTKMVHRHH;124
DSYHOMHSKGHHMXENUPIRIHA;HCLJUAMGBJAHOT;LNAIWRSHMPQCDKIMAIZJFDBHTFWBAQHQRZINHAWSGYLHXRGLDFVROA;124
FMBTBFPUVXCHQMHMRWAAGUJVULOVNIIFLVWTAQRZODZNOOUFBBOE;WSIOVUPUYKEZBPWGGWXJGUKAVTCOXUKN;GIEYLCUOTTZBGSNVNMLYRYHYGHXLLHQGHBYTVQFSNUVDWFAWTCNPBD;124
FWUMBUHHGXHYOAMGXHGPZDBSIPNSNDMSXZJE;IPSMLGNLFVZBVDRWHVBOOINBLRUOGAKWPLIRVXCXSEAVQXYP;SAELNYCRKWYIRHGJOXK;124
HUYDHVTTCSWTS;IAPSFSWNVETXRAMHLVBBRUPDVSMQQYXBWAKODTBXSBXBAMFDVB;DQOYMTQDJQMRLIJKVSVYXUQPIUQKTIMYQYXWIEC;124
IWUQGXETQHX;CEYHAYVBJCUXJT;IGSQKXXCPIQOSTZVBUQTOYUCGROSRSCDVGZMTMFHOQGQY;124
LGQHPOSIYLEVTQESGUCNM;HIXMJMUEXQAIVTYATRFMPVFJKTXJXPUAHQPLRNOFMWPQ;KUQYMIRWLSPJXGKMKIXVCSQEEZZTOEBVAYKOEMURVP;124
MXTFQTUCBCYQLXKXTYEYROYDTTCDRLBYYMXCWAOGUFK;HBZBKAJVEBIIPYAMQEMBAPYHS;AJUKXXVJFLJWITRXSHBGJLJSVISZOHDVX;124
NYVAKMUKLJTKWLFLEXOMVTTRTOUQYDRUOBUVZIUYIOMYZWEQDMHM;NKLNLBUOTMWUCQSDCYDJNAVUKLZTUNTREYNXJNWEKLEJZIPFPYNGFZ;OAPTGOHGUTNLFGOOQVCQNFGFBHNNVCGZAYEDSLJOATRUTZVQTKWYXX;124
OIYBWZWJKIAS;EEVUPJLNCMSTJBXZSFFZSWMFCYOFIP;HJANUWWXCUWSRHHEEAKHF;124
QQHEFNGPVXJQMAPNRJNLPVWTSWRRPUTEGUEMSJCMKWGE;NNYBJKAPIAISQSYXSDKSJSGO;AMBJQZIGUTUWFDI;124
QREHIEVUJFFCCWWJHWCEXXUUWKTYIGODEHYPEVKZEGRJIPZLKMAHQUJX;DPWDOUJEKM;BTWBJNEQUGRXUTNXMQUGSSTOWTKUJFOGZSDGUQOZXEV;124
UURXAFHEXUNMH;WJJHTMSTBUFODORS;HXNCZKXPWFTYFQAPFACCWJNAVHOQOQGJXRBIXZCGQYOJIVEH;124
VNXBCPLUUBXGHSELHCXMJWQTCLEJXLMPZZJQUVDFBIZPBZBYQMJPM;LHAFAZUKHEAZCKJCTKASXOBWDJETQBWNHJZTXVPORNHTZHHYMR;SAISLYAOAXUVUTVIATUHRWGAAZQQGHTZACBRFDULNT;124
XROMFVZMEPKGAYXSHFFIPXPNCVPXCHPHVNMWDKAPOWYVWNICUTNN;NNHYJOHZIUSFCXZQRTACSVGRDBMODRZUKZNDMTPDATONY;AMLWKZAGVBULXYSURDTOTYRHJRJUSWWYATOJEVS;124
ZJURXYWWEKSTFHIPFDYFICYFXDCWXRHSR;BDBKCTNJMBKFVMCJAJFLSNMSHHMHMBOZLWRUVDTGBB;ZWNSNXDYEPLGXZKJOKTDHWCXOJKMJUKUHSREOIZKFBVIILZX;124
ACGXYDYFBBNNKVKTUFDSXCELLJFNYLBDTFDBCCEQJT;UVKJYYDSXFUTNWYJYCNTHIYATJXLTKPTFFFLXQZDJEASUUCCLOCOXFPAZ;DLLHKBBBGLLLTXZVHNYKRWPQFEMJLGRAHQYKTG;123
AHLJJQIBEGPWDFWVJGZ;QLJJSJLCNMCYPEKUBNCPGDEJQVMWEOKKZIOXZTFPNTGSINR;HSIEMAPFOSVLIMDGSRJDSGZFUPPNLVJVASHRUEEIUEZBFJHZHFI;123
AZZRSJIUSPCPHRZSYKOAQFBTX;WODJSMEFOKNMAYLADYBXCEHYAVT;IXBGQQZGRBYGWE;123
CJEUURBVCGHLTARDPWLOTGAGB;IGMYTXNWCUASTMBZZKXHSXCJEUSFDMLKIBKXHPNKABGHNLQFQMTHUMTQUA;BTIWDEMUMMKRASZNEHKGKRXRYBQOJGKFYRIURKVD;123
DNXNAPRWGEAEK;DFFXXNAAHQATVDEDSXS;USIBNUPPTFNNZTJPHDPDQDYSTAPOD;123
FNWUFGCHRWWESRQKCQWUTDFMVNMNMCXSNVEZBFDCLEMQDXBSHLCVAMGIP;GMARTDKGVNKKZYHBO;MTCSSFORIIGWBBB;123
FQDRXFRZLUOHTQHLDOBUURQLYWFYNVCGXLKWYEGDOWTUBQLCUCNGRW;NLSNKMNZVRHHOBQVOIWSRXCVGNCYLEIJHFMBACXYBWERDNITPX;YVJBVOPLYXSP;123
GAXVRMLMQZAMNEIAPITFCXORQEA;JNYQKFWKVHFDJHIFEXYCUPIMQYIEABZJFAVNTFSJJZBZRNNRYFXDCHZEHNI;QSRQGUIQRYSKRBZNTFWBANZNVF;123
IYPOOEQSTWGZTNMGNNIEJVHZIFLRZMVPPLPKXJMSXTOTLTNDIILRX;KFVOTOMDPCAVHZHKFYGRLRJDZERDRVZWB;ILJJXHJNGKMFYFMNKJVZKXTNSALDSYYRCQMUBQUUCSVVWTUYGS;123
KDYKFNVEKGYLVQSLVTRI;GNETBFDQCTZXFMUFIAXULXER;LJVTHXWMBFYGVBVWC;123
LLNCVQXFUHDPNYCYLVJSMQDVMYRREZRWTOCBLNL;QQEZUMODIBLRX;PCODXDJMNYAWYVEVJNGCNR;123
MJVMZGLVMQPJGZYYITXALFEGZ;BVLSOTOTDVIAVBERXMTJLTSLXZQYBLI;KKBZGEUAJGOLGJIXNJWMNOCUJVWKNBVBHXWENVDLVDNWYRECSXJUTWR;123
MQATUNCOPYXIGAYKKBYWADAINDTXLFVKTBKJB;VVTEKECPYRZVVFOXKIUYH;YQTLQADSVATUWUDGWGKWYWMIETIYVTVRBIRVSRGLXTCSGZRGSBFAIUPFNLQ;123
